id,age,avg_salary,government_employee,highest_education,employment_type,len_employment,study_status,size_of_company,investments,investments_value,property_owned_value,reported_monthly_income,total_existing_debt,housing_status,credit_history,loan_amount,loan_term,monthly_payment,stability_income,total_stable_income_monthly,core_net_worth,ratio_income_debt,ratio_debt_net_worth,ratio_payment_to_income,age_young,age_prime,age_senior,age_old,ratio_income_to_avg_salary,mortgage_end_age,years_of_mortgage_after_retirement,defaulted,loan_approved
4229,37,29750.0,no,bachelor,permanent,4,no,30933,yes,0.0,4600965,54900,2789932.0,mortgage,excellent,2583701,31,7009.0,0.75342,52193.0,1975733.0,0.88,0.92,0.02,0,1,0,0,0.8,68,3,0.2147,0.72068
4230,48,29750.0,yes,bachelor,permanent,26,no,16966,no,0.0,0,14900,0.0,rent,fair,117349,3,3263.0,0.90411,14614.0,44700.0,0.0,0.0,0.17,0,0,1,0,0.29,51,-14,0.4298,0.49202
4231,26,29750.0,no,high_school,temporary,4,no,63,no,0.0,0,25000,0.0,rent,bad,2916414,22,11119.0,0.65753,23288.0,75000.0,0.0,0.0,0.7,0,1,0,0,0.59,48,-17,0.8889,3e-05
4232,26,29750.0,no,bachelor,permanent,2,no,7195,yes,0.0,43623000,204800,19304982.0,own,excellent,18894961,32,49669.0,0.73973,194139.0,24932418.0,0.96,0.89,0.24,0,1,0,0,0.93,58,-7,0.1927,0.9524
4233,19,29750.0,no,high_school,freelancer,0,no,1,no,0.0,0,17500,0.0,rent,bad,100000,1,8336.0,0.43836,15534.0,52500.0,0.0,0.0,0.78,1,0,0,0,0.33,20,-45,1.0246,0.0
4234,27,29750.0,no,bachelor,freelancer,3,no,1,yes,0.0,32368000,238000,17320203.0,own,excellent,19131862,15,106758.0,0.58904,218438.0,15761797.0,0.93,0.91,0.72,0,1,0,0,0.95,42,-23,0.2414,4e-05
4235,61,29750.0,no,basic,temporary,30,no,13,no,0.0,0,18800,0.0,rent,bad,1604534,11,12195.0,0.35616,16379.0,56400.0,0.0,0.0,0.94,0,0,0,1,0.37,72,7,1.1029,0.0
4236,53,29750.0,no,phd,unemployed,0,no,0,no,0.0,0,163,0.0,rent,bad,100000,5,1669.0,0.43836,145.0,489.0,0.0,0.0,0.97,0,0,1,0,0.04,58,-7,1.2339,0.0
4237,19,29750.0,no,basic,permanent,1,no,39602,yes,0.0,961767,14900,501861.0,mortgage,bad,1781443,27,5542.0,0.49315,13390.0,504606.0,0.83,0.9,0.58,1,0,0,0,0.11,46,-19,1.3503,3e-05
4238,38,29750.0,no,high_school,permanent,5,no,15286,yes,3899469.0,0,26300,0.0,rent,excellent,1575540,7,18795.0,0.75342,25003.0,3978369.0,0.0,0.0,0.94,0,1,0,0,0.64,45,-20,0.2524,4e-05
4239,42,29750.0,no,master,freelancer,21,no,1,yes,107085974.0,41412000,238000,0.0,own,excellent,12211868,16,63903.0,0.63014,220395.0,149211974.0,0.0,0.0,0.31,0,0,1,0,0.96,58,-7,0.0992,0.98599
4240,46,29750.0,no,basic,permanent,16,no,21863,no,0.0,0,25600,0.0,rent,fair,1922845,12,13400.0,0.58904,23496.0,76800.0,0.0,0.0,0.82,0,0,1,0,0.6,58,-7,0.5966,2e-05
4241,38,29750.0,no,high_school,permanent,7,no,18481,no,0.0,0,27700,0.0,rent,fair,3004512,18,13983.0,0.75342,26334.0,83100.0,0.0,0.0,0.77,0,1,0,0,0.67,56,-9,0.5635,2e-05
4242,36,29750.0,no,bachelor,permanent,1,no,13925,yes,0.0,8834624,72600,1286058.0,mortgage,excellent,2299631,19,10143.0,0.75342,69020.0,7766366.0,0.79,0.81,0.04,0,1,0,0,0.82,55,-10,0.2029,0.96303
4243,52,29750.0,no,bachelor,permanent,10,no,17731,yes,7351547.0,0,14900,0.0,rent,excellent,929653,13,5982.0,0.75342,14165.0,7396247.0,0.0,0.0,0.59,0,0,1,0,0.23,65,0,0.2375,0.00404
4244,46,29750.0,no,high_school,temporary,10,no,98,no,0.0,0,40700,0.0,rent,bad,2781200,11,21138.0,0.65753,37912.0,122100.0,0.0,0.0,0.8,0,0,1,0,0.78,57,-8,0.8809,0.0
4245,44,29750.0,no,high_school,temporary,19,no,64,no,0.0,0,20000,0.0,rent,bad,1043313,28,3131.0,0.65753,18630.0,60000.0,0.0,0.0,0.07,0,0,1,0,0.45,72,7,0.575,0.00012
4246,63,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,16,523.0,0.30137,0.0,0.0,0.0,0.0,0.99,0,0,0,1,0.0,79,14,2.0,0.0
4247,55,29750.0,no,bachelor,permanent,1,no,38581,no,0.0,0,35400,0.0,rent,fair,1469696,23,5361.0,0.69863,33266.0,106200.0,0.0,0.0,0.06,0,0,1,0,0.76,78,13,0.2889,0.09304
4248,41,29750.0,no,high_school,permanent,17,no,26777,no,0.0,0,28100,0.0,rent,fair,239624,2,9990.0,0.72603,26560.0,84300.0,0.0,0.0,0.5,0,0,1,0,0.67,43,-22,0.4665,0.48422
4249,43,29750.0,yes,high_school,permanent,24,no,16397,yes,0.0,2140087,24300,1089038.0,mortgage,excellent,231530,1,19300.0,0.87671,23701.0,1123949.0,0.86,0.9,0.96,0,0,1,0,0.6,44,-21,0.3512,4e-05
4250,44,29750.0,yes,high_school,permanent,12,no,25265,no,0.0,0,21000,0.0,rent,fair,156058,1,13009.0,0.86301,20425.0,63000.0,0.0,0.0,0.88,0,0,1,0,0.5,45,-20,0.6397,2e-05
4251,51,29750.0,no,bachelor,permanent,28,no,37772,no,0.0,0,14900,0.0,rent,fair,1685423,26,5443.0,0.76712,14206.0,44700.0,0.0,0.0,0.51,0,0,1,0,0.25,77,12,0.5606,0.00045
4252,34,29750.0,no,high_school,permanent,6,no,31421,no,0.0,0,22100,0.0,rent,fair,866333,22,3303.0,0.75342,21010.0,66300.0,0.0,0.0,0.05,0,1,0,0,0.52,56,-9,0.3371,0.49584
4253,50,29750.0,yes,high_school,permanent,28,no,22516,no,0.0,0,21400,0.0,rent,fair,1183907,15,6606.0,0.87671,20872.0,64200.0,0.0,0.0,0.37,0,0,1,0,0.52,65,0,0.4521,0.48729
4254,61,29750.0,no,basic,freelancer,16,no,1,yes,0.0,2123769,25800,1250082.0,mortgage,fair,1704489,32,4481.0,0.34247,22407.0,951087.0,0.89,0.92,0.13,0,0,0,1,0.56,93,28,0.6221,0.01109
4255,27,29750.0,no,master,permanent,1,no,18803,yes,15911177.0,18382768,185500,1429561.0,mortgage,excellent,25738212,29,74591.0,0.78082,177368.0,33420884.0,0.76,0.77,0.59,0,1,0,0,0.92,56,-9,0.2628,0.00391
4256,47,29750.0,no,bachelor,temporary,17,no,9,no,0.0,0,50000,0.0,rent,fair,2552074,14,15254.0,0.60274,46027.0,150000.0,0.0,0.0,0.4,0,0,1,0,0.8,61,-4,0.4025,0.48724
4257,30,29750.0,no,high_school,permanent,6,no,5520,no,0.0,0,17700,0.0,rent,bad,556700,9,5168.0,0.73973,16779.0,53100.0,0.0,0.0,0.35,0,1,0,0,0.38,39,-26,0.7602,0.0003
4258,27,29750.0,no,bachelor,temporary,3,no,34,yes,0.0,44012000,225700,0.0,own,excellent,15956207,10,133361.0,0.68493,211478.0,44689100.0,0.0,0.0,0.87,0,1,0,0,0.94,37,-28,0.16,4e-05
4259,55,29750.0,no,high_school,temporary,30,no,87,no,0.0,0,40300,0.0,rent,bad,3215988,19,14184.0,0.57534,36877.0,120900.0,0.0,0.0,0.52,0,0,1,0,0.78,74,9,0.7199,1e-05
4260,21,29750.0,no,basic,freelancer,4,no,1,no,0.0,0,19000,0.0,rent,bad,1518494,14,9076.0,0.32877,16449.0,57000.0,0.0,0.0,0.8,1,0,0,0,0.37,35,-30,1.0223,0.0
4261,42,29750.0,no,basic,freelancer,0,no,1,no,0.0,0,30700,0.0,rent,bad,1883035,31,5108.0,0.34247,26663.0,92100.0,0.0,0.0,0.11,0,0,1,0,0.68,73,8,0.5186,0.00012
4262,41,29750.0,no,basic,permanent,13,no,12533,no,0.0,0,22100,0.0,rent,fair,558637,12,3893.0,0.58904,20284.0,66300.0,0.0,0.0,0.11,0,0,1,0,0.5,53,-12,0.363,0.49419
4263,63,29750.0,no,master,permanent,21,no,29497,yes,141236945.0,6946607,100700,1735614.0,mortgage,excellent,14172123,29,41072.0,0.71233,94906.0,146750038.0,0.79,0.75,0.62,0,0,0,1,0.85,92,27,0.2735,9e-05
4264,55,29750.0,no,basic,freelancer,12,no,1,no,0.0,0,21200,0.0,rent,bad,403143,4,8409.0,0.42466,18761.0,63600.0,0.0,0.0,0.65,0,0,1,0,0.45,59,-6,0.9085,3e-05
4265,40,29750.0,no,high_school,freelancer,17,no,1,yes,26216733.0,3547518,57900,3322020.0,mortgage,excellent,693208,2,28901.0,0.56164,52824.0,26615931.0,0.9,0.79,0.79,0,0,1,0,0.81,42,-23,0.3098,4e-05
4266,36,29750.0,no,basic,permanent,18,no,20898,yes,0.0,731930,18800,159265.0,mortgage,fair,2255583,25,7574.0,0.64384,17461.0,629065.0,0.76,0.83,0.62,0,1,0,0,0.4,61,-4,0.777,0.00192
4267,20,29750.0,yes,bachelor,permanent,0,yes,6707,no,0.0,0,16363,0.0,rent,bad,2347128,26,7580.0,0.75342,15556.0,49088.0,0.0,0.0,0.72,1,0,0,0,0.34,46,-19,0.9867,0.0
4268,53,29750.0,yes,high_school,permanent,36,no,35929,no,0.0,0,24900,0.0,rent,fair,1643095,10,13733.0,0.78082,23808.0,74700.0,0.0,0.0,0.82,0,0,1,0,0.61,63,-2,0.5944,2e-05
4269,18,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,26,323.0,0.31507,0.0,0.0,0.0,0.0,0.98,1,0,0,0,0.0,44,-21,2.0,0.0
4270,31,29750.0,yes,high_school,permanent,12,no,5647,no,0.0,0,20300,0.0,rent,bad,986924,20,4136.0,0.90411,19911.0,60900.0,0.0,0.0,0.14,0,1,0,0,0.49,51,-14,0.6014,0.00031
4271,33,29750.0,no,high_school,permanent,8,no,25308,no,0.0,0,31300,0.0,rent,fair,1571962,22,5993.0,0.75342,29756.0,93900.0,0.0,0.0,0.13,0,1,0,0,0.73,55,-10,0.3206,0.49426
4272,39,29750.0,no,basic,permanent,4,no,17827,yes,0.0,1189214,15400,683217.0,mortgage,fair,785555,33,2003.0,0.58904,14134.0,552197.0,0.87,0.91,0.03,0,1,0,0,0.23,72,7,0.649,0.17812
4273,27,29750.0,no,high_school,permanent,7,no,1134,no,0.0,0,22400,0.0,rent,fair,943695,9,8761.0,0.72603,21173.0,67200.0,0.0,0.0,0.58,0,1,0,0,0.53,36,-29,0.5254,0.00201
4274,18,29750.0,no,bachelor,permanent,0,yes,8059,yes,0.0,738172,16363,482952.0,mortgage,fair,816898,10,6828.0,0.61644,15107.0,304307.0,0.82,0.93,0.66,1,0,0,0,0.31,28,-37,0.8328,0.0
4275,50,29750.0,no,high_school,temporary,18,no,69,no,0.0,0,23500,0.0,rent,bad,1829849,22,6976.0,0.65753,21890.0,70500.0,0.0,0.0,0.37,0,0,1,0,0.55,72,7,0.713,0.00011
4276,63,29750.0,no,basic,permanent,17,no,38378,no,0.0,0,18500,0.0,rent,bad,1489943,17,7340.0,0.50685,16675.0,55500.0,0.0,0.0,0.63,0,0,0,1,0.38,80,15,0.9211,1e-05
4277,25,29750.0,no,high_school,temporary,5,no,15,yes,0.0,6426000,25600,4726141.0,own,excellent,1658929,27,5161.0,0.68493,23987.0,1776659.0,1.0,0.96,0.15,0,1,0,0,0.61,52,-13,0.2091,0.95427
4278,63,29750.0,no,basic,permanent,25,no,7733,no,0.0,0,17700,0.0,rent,bad,767008,25,2575.0,0.50685,15954.0,53100.0,0.0,0.0,0.06,0,0,0,1,0.35,88,23,0.6037,1e-05
4279,24,29750.0,no,bachelor,permanent,3,yes,21224,no,0.0,0,16363,0.0,rent,bad,1661341,29,4815.0,0.65753,15242.0,49088.0,0.0,0.0,0.36,1,0,0,0,0.32,53,-12,0.7866,0.0
4280,49,29750.0,yes,high_school,permanent,17,no,21919,no,0.0,0,24500,0.0,rent,fair,191970,2,8004.0,0.86301,23829.0,73500.0,0.0,0.0,0.41,0,0,1,0,0.61,51,-14,0.4471,0.48646
4281,39,29750.0,no,high_school,temporary,16,no,24,no,0.0,0,28300,0.0,rent,bad,2756683,20,11554.0,0.71233,26672.0,84900.0,0.0,0.0,0.62,0,1,0,0,0.68,59,-6,0.8119,3e-05
4282,41,29750.0,no,basic,permanent,2,no,12334,no,0.0,0,14900,0.0,rent,bad,535040,8,5587.0,0.53425,13512.0,44700.0,0.0,0.0,0.58,0,0,1,0,0.13,49,-16,0.9786,3e-05
4283,37,29750.0,no,basic,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,3,2780.0,0.27397,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.0,40,-25,2.0,0.0
4284,18,29750.0,no,bachelor,permanent,0,yes,32781,no,0.0,0,16363,0.0,rent,bad,1764456,18,8212.0,0.63014,15152.0,49088.0,0.0,0.0,0.78,1,0,0,0,0.31,36,-29,1.0315,0.0
4285,21,29750.0,no,bachelor,permanent,0,yes,8983,no,0.0,0,16363,0.0,rent,bad,1032509,10,8630.0,0.61644,15107.0,49088.0,0.0,0.0,0.82,1,0,0,0,0.31,31,-34,1.0545,0.0
4286,39,29750.0,yes,high_school,permanent,22,no,21031,no,0.0,0,21500,0.0,rent,fair,217389,1,18121.0,0.93151,21205.0,64500.0,0.0,0.0,0.96,0,1,0,0,0.53,40,-25,0.662,2e-05
4287,46,29750.0,no,basic,permanent,19,no,33847,no,0.0,0,18900,0.0,rent,bad,1854229,29,5374.0,0.58904,17347.0,56700.0,0.0,0.0,0.35,0,0,1,0,0.4,75,10,0.7532,0.00011
4288,48,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,27,311.0,0.35616,0.0,0.0,0.0,0.0,0.98,0,0,1,0,0.0,75,10,2.0,0.0
4289,64,29750.0,no,high_school,temporary,38,no,75,yes,0.0,1159095,17000,221746.0,mortgage,bad,871750,26,2815.0,0.49315,15277.0,988349.0,0.78,0.82,0.09,0,0,0,1,0.32,90,25,0.9944,1e-05
4290,50,29750.0,no,basic,temporary,27,no,6,yes,0.0,2756834,23500,52313.0,mortgage,bad,1015516,9,9428.0,0.45205,20925.0,2775021.0,0.75,0.75,0.66,0,0,1,0,0.52,59,-6,1.2064,3e-05
4291,58,29750.0,no,high_school,freelancer,29,no,1,no,0.0,0,22200,0.0,rent,bad,674630,14,4032.0,0.57534,20315.0,66600.0,0.0,0.0,0.12,0,0,1,0,0.5,72,7,0.5865,0.00012
4292,31,29750.0,yes,phd,permanent,5,no,3061,yes,7934767.0,40534000,219100,0.0,own,excellent,24836026,23,90595.0,0.9589,217299.0,49126067.0,0.0,0.0,0.58,0,1,0,0,0.95,54,-11,0.1286,0.00406
4293,45,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,7,1193.0,0.35616,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.0,52,-13,2.0,0.0
4294,42,29750.0,yes,basic,permanent,20,no,36839,no,0.0,0,17000,0.0,rent,bad,127837,1,10656.0,0.73973,16115.0,51000.0,0.0,0.0,0.89,0,0,1,0,0.36,43,-22,1.0776,0.0
4295,45,29750.0,no,master,permanent,8,no,23791,yes,86218143.0,64260000,238000,47570724.0,own,excellent,33541500,26,108327.0,0.75342,226263.0,103621419.0,1.0,0.86,0.7,0,0,1,0,0.98,71,6,0.2397,0.00146
4296,19,29750.0,no,basic,permanent,3,no,6755,yes,0.0,1275319,14900,916580.0,mortgage,bad,341784,4,7129.0,0.47945,13349.0,403439.0,0.91,0.95,0.77,1,0,0,0,0.11,23,-42,1.4858,0.0
4297,22,29750.0,no,basic,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,23,365.0,0.17808,0.0,0.0,0.0,0.0,0.99,1,0,0,0,0.0,45,-20,2.0,0.0
4298,26,29750.0,no,bachelor,temporary,3,no,26,yes,0.0,2410394,14900,68631.0,mortgage,fair,2035755,33,5191.0,0.68493,13961.0,2386463.0,0.75,0.76,0.49,0,1,0,0,0.21,59,-6,0.7606,0.46521
4299,55,29750.0,no,basic,temporary,20,no,11,yes,0.0,2481757,29400,277215.0,mortgage,bad,4149892,28,12453.0,0.53425,26661.0,2292742.0,0.77,0.79,0.68,0,0,1,0,0.68,83,18,1.1813,0.0
4300,65,29750.0,yes,phd,permanent,48,no,453,yes,335270751.0,69972000,238000,0.0,own,excellent,8064086,7,96200.0,0.73973,225611.0,405956751.0,0.0,0.0,0.6,0,0,0,1,0.97,72,7,0.1294,0.00152
4301,24,29750.0,no,phd,freelancer,1,no,1,yes,906622.0,0,14900,0.0,rent,excellent,2282795,31,6193.0,0.54795,13553.0,951322.0,0.0,0.0,0.67,1,0,0,0,0.13,55,-10,0.2576,0.00403
4302,60,29750.0,no,bachelor,temporary,8,no,72,yes,0.0,6205180,76000,2125152.0,mortgage,excellent,2819325,23,10284.0,0.57534,69545.0,4308028.0,0.82,0.86,0.04,0,0,0,1,0.82,83,18,0.2079,0.09016
4303,57,29750.0,no,bachelor,temporary,8,no,54,yes,0.0,9324181,79500,9314198.0,mortgage,excellent,10164740,30,28485.0,0.65753,74055.0,248483.0,0.98,1.0,0.52,0,0,1,0,0.83,87,22,0.2901,0.00022
4304,64,29750.0,no,master,temporary,31,no,31,yes,342542123.0,18804000,146900,0.0,rent,excellent,17611316,18,81966.0,0.54795,133619.0,361786823.0,0.0,0.0,0.86,0,0,0,1,0.88,82,17,0.2202,0.0
4305,28,29750.0,no,master,freelancer,5,no,1,yes,0.0,16280000,63100,8244775.0,own,excellent,7534728,29,21836.0,0.64384,58605.0,8224525.0,0.99,0.9,0.49,0,1,0,0,0.81,57,-8,0.2293,0.94011
4306,20,29750.0,no,bachelor,unemployed,0,yes,0,no,0.0,0,0,0.0,rent,bad,100000,24,350.0,0.34247,0.0,0.0,0.0,0.0,0.98,1,0,0,0,0.0,44,-21,2.0,0.0
4307,21,29750.0,yes,basic,permanent,5,no,16512,no,0.0,0,14900,0.0,rent,bad,2050007,34,5075.0,0.65753,13879.0,44700.0,0.0,0.0,0.47,1,0,0,0,0.2,55,-10,0.8912,0.0003
4308,63,29750.0,yes,master,permanent,44,no,25939,yes,198511140.0,0,132100,0.0,rent,excellent,19737113,35,47477.0,0.75342,125585.0,198907440.0,0.0,0.0,0.5,0,0,0,1,0.87,98,33,0.1693,0.01144
4309,44,29750.0,no,high_school,permanent,0,no,27287,yes,0.0,1411818,26900,116858.0,mortgage,excellent,3152985,24,11025.0,0.64384,24984.0,1375660.0,0.75,0.78,0.63,0,0,1,0,0.64,68,3,0.2898,0.00292
4310,34,29750.0,no,bachelor,permanent,4,no,31641,yes,0.0,21146000,78900,0.0,own,excellent,2007382,8,20960.0,0.75342,75009.0,21382700.0,0.0,0.0,0.29,0,1,0,0,0.83,42,-23,0.1054,0.98673
4311,26,29750.0,no,master,permanent,1,no,17718,yes,0.0,20642000,77600,0.0,own,excellent,5897854,30,16528.0,0.78082,74198.0,20874800.0,0.0,0.0,0.17,0,1,0,0,0.83,56,-9,0.0926,0.99239
4312,47,29750.0,no,basic,freelancer,1,no,1,no,0.0,0,17700,0.0,rent,bad,1540129,11,11706.0,0.36986,15469.0,53100.0,0.0,0.0,0.94,0,0,1,0,0.33,58,-7,1.1166,0.0
4313,63,29750.0,yes,high_school,permanent,29,no,515,no,0.0,0,17800,0.0,rent,bad,1854016,21,7403.0,0.75342,16922.0,53400.0,0.0,0.0,0.63,0,0,0,1,0.39,84,19,0.9177,0.0
4314,18,29750.0,no,bachelor,temporary,0,no,37,no,0.0,0,14900,0.0,rent,bad,487264,14,2912.0,0.56164,13594.0,44700.0,0.0,0.0,0.15,1,0,0,0,0.13,32,-33,0.7314,0.00031
4315,27,29750.0,no,bachelor,permanent,5,no,7260,yes,3050660.0,8855810,72500,2707682.0,mortgage,excellent,10409273,31,28237.0,0.76712,69123.0,9416288.0,0.84,0.83,0.57,0,1,0,0,0.82,58,-7,0.2775,0.0039
4316,54,29750.0,no,bachelor,temporary,0,no,18,no,0.0,0,14900,0.0,rent,bad,1558944,22,5943.0,0.60274,13716.0,44700.0,0.0,0.0,0.62,0,0,1,0,0.16,76,11,0.9913,1e-05
4317,43,29750.0,yes,master,permanent,14,no,7012,yes,89886759.0,20744000,160800,0.0,own,excellent,7225246,19,31867.0,0.90411,157716.0,111113159.0,0.0,0.0,0.13,0,0,1,0,0.9,62,-3,0.0839,0.99439
4318,64,29750.0,no,high_school,temporary,29,no,21,no,0.0,0,38200,0.0,rent,bad,3536641,34,8755.0,0.58904,35060.0,114600.0,0.0,0.0,0.22,0,0,0,1,0.77,98,33,0.5508,0.0
4319,32,29750.0,yes,basic,permanent,14,no,21492,no,0.0,0,14900,0.0,rent,bad,671912,19,2963.0,0.78082,14247.0,44700.0,0.0,0.0,0.14,0,1,0,0,0.25,51,-14,0.6842,0.00031
4320,44,29750.0,no,bachelor,permanent,14,no,28188,no,0.0,0,35100,0.0,rent,excellent,2151838,34,5327.0,0.75342,33369.0,105300.0,0.0,0.0,0.06,0,0,1,0,0.76,78,13,0.1156,0.18689
4321,34,29750.0,no,high_school,permanent,1,no,6199,yes,0.0,2520813,31400,18113.0,mortgage,excellent,2184406,14,13056.0,0.71233,29593.0,2596900.0,0.74,0.75,0.63,0,1,0,0,0.73,48,-17,0.2804,0.0039
4322,28,29750.0,no,high_school,permanent,7,no,3062,no,0.0,0,36300,0.0,rent,fair,4715459,32,12395.0,0.73973,34410.0,108900.0,0.0,0.0,0.46,0,1,0,0,0.77,60,-5,0.4305,0.48556
4323,28,29750.0,no,basic,permanent,3,no,30532,no,0.0,0,20500,0.0,rent,bad,985442,9,9149.0,0.58904,18815.0,61500.0,0.0,0.0,0.71,0,1,0,0,0.45,37,-28,0.943,0.0
4324,62,29750.0,yes,basic,permanent,35,no,9461,no,0.0,0,18700,0.0,rent,bad,1076219,31,2919.0,0.54795,17009.0,56100.0,0.0,0.0,0.07,0,0,0,1,0.39,93,28,0.5957,1e-05
4325,22,29750.0,no,high_school,temporary,2,no,24,no,0.0,0,17800,0.0,rent,bad,579003,19,2554.0,0.56164,16239.0,53400.0,0.0,0.0,0.05,1,0,0,0,0.36,41,-24,0.5946,0.00031
4326,36,29750.0,no,high_school,freelancer,11,no,1,no,0.0,0,35800,0.0,rent,bad,753557,8,7868.0,0.61644,33054.0,107400.0,0.0,0.0,0.2,0,1,0,0,0.76,44,-21,0.5428,0.00031
4327,31,29750.0,no,high_school,permanent,12,no,39709,no,0.0,0,17900,0.0,rent,bad,1713043,33,4368.0,0.78082,17115.0,53700.0,0.0,0.0,0.24,0,1,0,0,0.39,64,-1,0.6934,0.0003
4328,36,29750.0,no,master,freelancer,5,no,1,yes,45050666.0,35272000,154700,1512550.0,own,excellent,8222915,23,29995.0,0.64384,143680.0,79274216.0,0.77,0.75,0.14,0,1,0,0,0.89,59,-6,0.1666,0.96096
4329,60,29750.0,yes,bachelor,permanent,28,no,20717,no,0.0,0,14900,0.0,rent,fair,1615112,31,4381.0,0.82192,14369.0,44700.0,0.0,0.0,0.34,0,0,0,1,0.27,91,26,0.4952,0.01142
4330,49,29750.0,yes,basic,permanent,29,no,17280,no,0.0,0,14900,0.0,rent,bad,635170,8,6632.0,0.73973,14124.0,44700.0,0.0,0.0,0.69,0,0,1,0,0.23,57,-8,1.0074,3e-05
4331,62,29750.0,no,basic,temporary,11,no,69,yes,0.0,1295378,14900,96789.0,mortgage,bad,306149,10,2559.0,0.43836,13226.0,1243289.0,0.76,0.78,0.11,0,0,0,1,0.1,72,7,1.0594,0.00011
4332,27,29750.0,yes,bachelor,permanent,4,no,34799,yes,4349740.0,0,52700,0.0,rent,excellent,403513,2,16823.0,0.89041,51545.0,4507840.0,0.0,0.0,0.39,0,1,0,0,0.8,29,-36,0.1596,0.98093
4333,60,29750.0,no,master,temporary,17,no,10,yes,551743439.0,65168000,199900,8341242.0,own,excellent,19135441,23,69800.0,0.63014,185113.0,609169897.0,0.86,0.75,0.5,0,0,0,1,0.93,83,18,0.208,0.08849
4334,45,29750.0,yes,high_school,permanent,19,no,2590,no,0.0,0,26000,0.0,rent,fair,1325050,19,5844.0,0.83562,25145.0,78000.0,0.0,0.0,0.19,0,0,1,0,0.64,64,-1,0.3615,0.49242
4335,48,29750.0,no,bachelor,permanent,7,no,3532,yes,0.0,24488000,214800,0.0,own,excellent,12239652,12,85298.0,0.71233,202442.0,25132400.0,0.0,0.0,0.59,0,0,1,0,0.94,60,-5,0.1303,0.00405
4336,45,29750.0,no,basic,temporary,25,no,57,no,0.0,0,22000,0.0,rent,bad,224495,3,6242.0,0.53425,19951.0,66000.0,0.0,0.0,0.36,0,0,1,0,0.49,48,-17,0.728,0.0003
4337,52,29750.0,no,high_school,permanent,20,no,34715,yes,0.0,2099436,33000,1932894.0,mortgage,excellent,4737754,29,13730.0,0.73973,31282.0,265542.0,0.9,0.99,0.63,0,0,1,0,0.74,81,16,0.3048,0.00036
4338,39,29750.0,no,phd,freelancer,13,no,1,yes,65701639.0,17865819,189700,7291466.0,mortgage,excellent,7124323,19,31422.0,0.69863,178266.0,76845092.0,0.84,0.79,0.08,0,1,0,0,0.92,58,-7,0.2032,0.96174
4339,65,29750.0,no,high_school,permanent,24,no,10753,yes,0.0,2425944,28900,1228078.0,mortgage,excellent,1139932,17,5616.0,0.65753,26921.0,1284566.0,0.86,0.9,0.14,0,0,0,1,0.68,82,17,0.2373,0.08958
4340,63,29750.0,no,basic,permanent,41,no,26502,no,0.0,0,14900,0.0,rent,bad,619528,34,1534.0,0.42466,13185.0,44700.0,0.0,0.0,0.01,0,0,0,1,0.09,97,32,0.6647,0.0
4341,57,29750.0,no,master,permanent,10,no,19261,yes,164545094.0,17885318,110700,5645705.0,mortgage,excellent,4657154,6,64798.0,0.78082,105847.0,177116807.0,0.88,0.76,0.86,0,0,1,0,0.86,63,-2,0.3118,4e-05
4342,51,29750.0,no,high_school,temporary,16,no,14,no,0.0,0,21900,0.0,rent,bad,1748822,31,4744.0,0.65753,20400.0,65700.0,0.0,0.0,0.19,0,0,1,0,0.5,82,17,0.6268,3e-05
4343,24,29750.0,no,high_school,temporary,5,no,2,yes,0.0,2170887,14900,1626179.0,mortgage,bad,547140,9,5080.0,0.50685,13430.0,589408.0,0.98,0.96,0.5,1,0,0,0,0.12,33,-32,1.365,0.00028
4344,60,29750.0,no,high_school,permanent,4,no,39431,no,0.0,0,17400,0.0,rent,bad,1470572,16,7695.0,0.58904,15970.0,52200.0,0.0,0.0,0.71,0,0,0,1,0.35,76,11,0.9775,0.0
4345,38,29750.0,yes,basic,permanent,16,no,29037,no,0.0,0,14900,0.0,rent,bad,1892012,25,6353.0,0.78082,14247.0,44700.0,0.0,0.0,0.64,0,1,0,0,0.25,63,-2,0.9717,3e-05
4346,22,29750.0,no,high_school,permanent,2,no,2051,no,0.0,0,14900,0.0,rent,bad,1336641,20,5602.0,0.60274,13716.0,44700.0,0.0,0.0,0.57,1,0,0,0,0.16,42,-23,0.9625,3e-05
4347,30,29750.0,yes,high_school,permanent,7,no,7845,no,0.0,0,18000,0.0,rent,bad,799400,7,9536.0,0.87671,17556.0,54000.0,0.0,0.0,0.79,0,1,0,0,0.41,37,-28,1.0028,0.0
4348,55,29750.0,no,high_school,permanent,23,no,34061,yes,0.0,3439780,29700,1125693.0,mortgage,excellent,992791,7,11843.0,0.73973,28154.0,2403187.0,0.84,0.86,0.59,0,0,1,0,0.71,62,-3,0.2903,0.0039
